Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	QVAR [LSB]	
18746720	-106	2071	-7829	-12.932	252.662	-955.138	-9	1	-6	-1.260	0.140	-0.840	-347	23.645	264	
18747723	-118	2052	-7835	-14.396	250.344	-955.870	-9	2	-6	-1.260	0.280	-0.840	-347	23.645	264	
18748726	-130	2089	-7830	-15.860	254.858	-955.260	-9	0	-5	-1.260	0.000	-0.700	-347	23.645	264	
18749730	-140	2071	-7842	-17.080	252.662	-956.724	-9	1	-6	-1.260	0.140	-0.840	-347	23.645	304	
18750734	-134	2074	-7848	-16.348	253.028	-957.456	-8	1	-6	-1.120	0.140	-0.840	-347	23.645	304	
18751737	-129	2080	-7838	-15.738	253.760	-956.236	-8	-1	-5	-1.120	-0.140	-0.700	-347	23.645	304	
18752740	-120	2073	-7841	-14.640	252.906	-956.602	-8	1	-6	-1.120	0.140	-0.840	-347	23.645	304	
18753744	-134	2076	-7830	-16.348	253.272	-955.260	-9	0	-5	-1.260	0.000	-0.700	-347	23.645	264	
18754747	-135	2100	-7856	-16.470	256.200	-958.432	-9	0	-5	-1.260	0.000	-0.700	-347	23.645	264	
18755750	-134	2082	-7832	-16.348	254.004	-955.504	-8	0	-5	-1.120	0.000	-0.700	-351	23.629	264	
18756753	-154	2092	-7840	-18.788	255.224	-956.480	-9	0	-5	-1.260	0.000	-0.700	-351	23.629	264	
18757757	-146	2090	-7833	-17.812	254.980	-955.626	-10	1	-5	-1.400	0.140	-0.700	-351	23.629	204	
18758760	-156	2074	-7845	-19.032	253.028	-957.090	-8	2	-5	-1.120	0.280	-0.700	-351	23.629	204	
18759763	-160	2085	-7838	-19.520	254.370	-956.236	-7	1	-6	-0.980	0.140	-0.840	-351	23.629	204	
18760767	-177	2095	-7838	-21.594	255.590	-956.236	-10	2	-6	-1.400	0.280	-0.840	-351	23.629	204	
18761771	-177	2112	-7842	-21.594	257.664	-956.724	-9	1	-5	-1.260	0.140	-0.700	-351	23.629	288	
18762774	-160	2105	-7861	-19.520	256.810	-959.042	-9	2	-5	-1.260	0.280	-0.700	-351	23.629	288	
18763777	-158	2097	-7837	-19.276	255.834	-956.114	-8	2	-6	-1.120	0.280	-0.840	-351	23.629	288	
18764781	-174	2118	-7848	-21.228	258.396	-957.456	-7	3	-5	-0.980	0.420	-0.700	-351	23.629	288	
18765784	-168	2108	-7818	-20.496	257.176	-953.796	-7	4	-4	-0.980	0.560	-0.560	-351	23.629	184	
18766787	-197	2115	-7839	-24.034	258.030	-956.358	-7	3	-4	-0.980	0.420	-0.560	-351	23.629	184	
18767791	-190	2104	-7849	-23.180	256.688	-957.578	-7	3	-4	-0.980	0.420	-0.560	-351	23.629	184	
18768795	-193	2110	-7854	-23.546	257.420	-958.188	-5	2	-5	-0.700	0.280	-0.700	-351	23.629	184	
18769798	-187	2109	-7855	-22.814	257.298	-958.310	-7	3	-5	-0.980	0.420	-0.700	-351	23.629	176	
18770801	-206	2116	-7842	-25.132	258.152	-956.724	-6	4	-4	-0.840	0.560	-0.560	-351	23.629	176	
18771805	-207	2124	-7855	-25.254	259.128	-958.310	-6	4	-5	-0.840	0.560	-0.700	-351	23.629	176	
18772808	-195	2135	-7844	-23.790	260.470	-956.968	-4	5	-5	-0.560	0.700	-0.700	-351	23.629	176	
18773811	-190	2108	-7837	-23.180	257.176	-956.114	-5	5	-4	-0.700	0.700	-0.560	-351	23.629	236	
18774815	-201	2112	-7816	-24.522	257.664	-953.552	-4	4	-3	-0.560	0.560	-0.420	-351	23.629	236	
18775819	-181	2117	-7852	-22.082	258.274	-957.944	-3	4	-4	-0.420	0.560	-0.560	-351	23.629	236	
18776822	-181	2117	-7840	-22.082	258.274	-956.480	-4	5	-4	-0.560	0.700	-0.560	-351	23.629	236	
18777825	-199	2131	-7840	-24.278	259.982	-956.480	-5	5	-3	-0.700	0.700	-0.420	-351	23.629	184	
18778829	-187	2129	-7813	-22.814	259.738	-953.186	-4	8	-4	-0.560	1.120	-0.560	-351	23.629	184	
18779832	-181	2122	-7859	-22.082	258.884	-958.798	-4	6	-4	-0.560	0.840	-0.560	-351	23.629	184	
18780835	-198	2121	-7841	-24.156	258.762	-956.602	-3	6	-4	-0.420	0.840	-0.560	-351	23.629	184	
18781839	-186	2121	-7844	-22.692	258.762	-956.968	-3	7	-3	-0.420	0.980	-0.420	-351	23.629	268	
18782843	-183	2109	-7837	-22.326	257.298	-956.114	-3	7	-3	-0.420	0.980	-0.420	-351	23.629	268	
18783846	-197	2113	-7830	-24.034	257.786	-955.260	-1	6	-4	-0.140	0.840	-0.560	-351	23.629	268	
18784849	-175	2096	-7826	-21.350	255.712	-954.772	-4	6	-4	-0.560	0.840	-0.560	-351	23.629	268	
18785853	-174	2096	-7860	-21.228	255.712	-958.920	-2	7	-3	-0.280	0.980	-0.420	-351	23.629	228	
18786856	-165	2105	-7860	-20.130	256.810	-958.920	0	8	-4	0.000	1.120	-0.560	-351	23.629	228	
18787859	-176	2100	-7854	-21.472	256.200	-958.188	-1	9	-2	-0.140	1.260	-0.280	-347	23.645	228	
18788863	-173	2093	-7857	-21.106	255.346	-958.554	0	9	-3	0.000	1.260	-0.420	-347	23.645	228	
18789867	-171	2099	-7856	-20.862	256.078	-958.432	-1	8	-4	-0.140	1.120	-0.560	-347	23.645	204	
18790870	-170	2100	-7863	-20.740	256.200	-959.286	0	8	-3	0.000	1.120	-0.420	-347	23.645	204	
18791873	-157	2094	-7846	-19.154	255.468	-957.212	0	7	-3	0.000	0.980	-0.420	-347	23.645	204	
18792877	-155	2108	-7846	-18.910	257.176	-957.212	0	9	-3	0.000	1.260	-0.420	-347	23.645	204	
18793880	-159	2097	-7845	-19.398	255.834	-957.090	0	8	-3	0.000	1.120	-0.420	-347	23.645	272	
18794883	-149	2095	-7841	-18.178	255.590	-956.602	0	9	-3	0.000	1.260	-0.420	-347	23.645	272	
18795886	-128	2101	-7824	-15.616	256.322	-954.528	1	9	-2	0.140	1.260	-0.280	-347	23.645	272	
18796890	-122	2102	-7833	-14.884	256.444	-955.626	1	9	-2	0.140	1.260	-0.280	-347	23.645	272	
18797893	-135	2089	-7839	-16.470	254.858	-956.358	0	10	-2	0.000	1.400	-0.280	-347	23.645	264	
18798896	-130	2069	-7819	-15.860	252.418	-953.918	0	9	-1	0.000	1.260	-0.140	-347	23.645	264	
18799900	-130	2082	-7830	-15.860	254.004	-955.260	0	8	-1	0.000	1.120	-0.140	-347	23.645	264	
18800903	-98	2089	-7828	-11.956	254.858	-955.016	2	9	-2	0.280	1.260	-0.280	-347	23.645	264	
18801906	-102	2078	-7829	-12.444	253.516	-955.138	-1	8	-2	-0.140	1.120	-0.280	-347	23.645	280	
18802909	-113	2082	-7830	-13.786	254.004	-955.260	-1	6	-2	-0.140	0.840	-0.280	-347	23.645	280	
18803913	-118	2076	-7850	-14.396	253.272	-957.700	0	7	-2	0.000	0.980	-0.280	-351	23.629	280	
18804916	-91	2071	-7818	-11.102	252.662	-953.796	-1	8	-1	-0.140	1.120	-0.140	-351	23.629	280	
18805919	-99	2085	-7821	-12.078	254.370	-954.162	-1	6	-1	-0.140	0.840	-0.140	-351	23.629	184	
18806923	-108	2085	-7819	-13.176	254.370	-953.918	1	7	0	0.140	0.980	0.000	-351	23.629	184	
18807927	-101	2088	-7794	-12.322	254.736	-950.868	2	8	1	0.280	1.120	0.140	-351	23.629	184	
18808930	-100	2079	-7806	-12.200	253.638	-952.332	-1	8	0	-0.140	1.120	0.000	-351	23.629	184	
18809933	-116	2070	-7820	-14.152	252.540	-954.040	1	8	-1	0.140	1.120	-0.140	-351	23.629	220	
18810937	-117	2091	-7825	-14.274	255.102	-954.650	1	8	0	0.140	1.120	0.000	-351	23.629	220	
18811940	-109	2052	-7808	-13.298	250.344	-952.576	1	8	0	0.140	1.120	0.000	-351	23.629	220	
18812943	-121	2058	-7805	-14.762	251.076	-952.210	1	7	-1	0.140	0.980	-0.140	-351	23.629	220	
18813947	-127	2072	-7839	-15.494	252.784	-956.358	1	8	0	0.140	1.120	0.000	-351	23.629	256	
18814951	-140	2087	-7815	-17.080	254.614	-953.430	1	8	0	0.140	1.120	0.000	-351	23.629	256	
18815954	-136	2066	-7828	-16.592	252.052	-955.016	1	6	1	0.140	0.840	0.140	-351	23.629	256	
18816957	-118	2055	-7836	-14.396	250.710	-955.992	1	7	1	0.140	0.980	0.140	-351	23.629	256	
18817961	-152	2089	-7810	-18.544	254.858	-952.820	1	9	1	0.140	1.260	0.140	-351	23.629	256	
18818964	-160	2078	-7819	-19.520	253.516	-953.918	2	8	2	0.280	1.120	0.280	-351	23.629	256	
18819967	-152	2079	-7835	-18.544	253.638	-955.870	0	8	1	0.000	1.120	0.140	-351	23.629	256	
18820971	-133	2083	-7821	-16.226	254.126	-954.162	2	7	1	0.280	0.980	0.140	-351	23.629	256	
18821975	-165	2071	-7832	-20.130	252.662	-955.504	3	8	0	0.420	1.120	0.000	-351	23.629	268	
18822978	-159	2085	-7833	-19.398	254.370	-955.626	2	7	2	0.280	0.980	0.280	-351	23.629	268	
18823981	-167	2081	-7828	-20.374	253.882	-955.016	1	8	1	0.140	1.120	0.140	-351	23.629	268	
18824985	-144	2086	-7809	-17.568	254.492	-952.698	1	10	1	0.140	1.400	0.140	-351	23.629	268	
18825988	-148	2075	-7814	-18.056	253.150	-953.308	1	10	2	0.140	1.400	0.280	-351	23.629	272	
18826991	-156	2087	-7839	-19.032	254.614	-956.358	3	9	3	0.420	1.260	0.420	-351	23.629	272	
18827995	-151	2085	-7813	-18.422	254.370	-953.186	2	10	1	0.280	1.400	0.140	-351	23.629	272	
18828999	-142	2092	-7834	-17.324	255.224	-955.748	3	10	2	0.420	1.400	0.280	-351	23.629	272	
18830002	-115	2097	-7838	-14.030	255.834	-956.236	2	9	1	0.280	1.260	0.140	-351	23.629	272	
18831005	-133	2082	-7831	-16.226	254.004	-955.382	4	12	3	0.560	1.680	0.420	-351	23.629	272	
18832009	-102	2087	-7818	-12.444	254.614	-953.796	2	11	2	0.280	1.540	0.280	-351	23.629	272	
18833013	-111	2087	-7825	-13.542	254.614	-954.650	4	10	2	0.560	1.400	0.280	-351	23.629	272	
18834016	-110	2077	-7804	-13.420	253.394	-952.088	3	10	1	0.420	1.400	0.140	-351	23.629	284	
18835019	-92	2094	-7822	-11.224	255.468	-954.284	4	11	1	0.560	1.540	0.140	-351	23.629	284	
18836023	-99	2086	-7821	-12.078	254.492	-954.162	4	10	2	0.560	1.400	0.280	-351	23.629	284	
18837026	-101	2076	-7819	-12.322	253.272	-953.918	5	11	2	0.700	1.540	0.280	-351	23.629	284	
18838029	-110	2082	-7816	-13.420	254.004	-953.552	5	10	2	0.700	1.400	0.280	-351	23.629	220	
18839033	-92	2070	-7813	-11.224	252.540	-953.186	4	12	1	0.560	1.680	0.140	-351	23.629	220	
18840037	-88	2066	-7830	-10.736	252.052	-955.260	5	13	2	0.700	1.820	0.280	-351	23.629	220	
18841040	-61	2064	-7824	-7.442	251.808	-954.528	5	11	2	0.700	1.540	0.280	-351	23.629	220	
18842044	-76	2067	-7822	-9.272	252.174	-954.284	4	11	1	0.560	1.540	0.140	-351	23.629	312	
18843048	-75	2087	-7824	-9.150	254.614	-954.528	7	10	2	0.980	1.400	0.280	-351	23.629	312	
18844051	-57	2083	-7841	-6.954	254.126	-956.602	5	10	2	0.700	1.400	0.280	-351	23.629	312	
18845054	-49	2069	-7825	-5.978	252.418	-954.650	6	11	2	0.840	1.540	0.280	-351	23.629	312	
18846058	-49	2061	-7819	-5.978	251.442	-953.918	6	10	1	0.840	1.400	0.140	-351	23.629	292	
18847062	-40	2080	-7819	-4.880	253.760	-953.918	6	11	3	0.840	1.540	0.420	-351	23.629	292	
18848065	-57	2066	-7818	-6.954	252.052	-953.796	6	11	2	0.840	1.540	0.280	-351	23.629	292	
18849068	-34	2056	-7828	-4.148	250.832	-955.016	9	9	1	1.260	1.260	0.140	-351	23.629	292	
18850072	-38	2046	-7851	-4.636	249.612	-957.822	7	10	2	0.980	1.400	0.280	-351	23.629	244	
18851075	-52	2059	-7848	-6.344	251.198	-957.456	8	10	1	1.120	1.400	0.140	-351	23.629	244	
18852078	-26	2061	-7832	-3.172	251.442	-955.504	10	10	1	1.400	1.400	0.140	-347	23.645	244	
18853082	-15	2051	-7852	-1.830	250.222	-957.944	6	11	1	0.840	1.540	0.140	-347	23.645	244	
18854086	-39	2055	-7844	-4.758	250.710	-956.968	8	9	2	1.120	1.260	0.280	-347	23.645	232	
18855089	-26	2056	-7834	-3.172	250.832	-955.748	9	9	1	1.260	1.260	0.140	-347	23.645	232	
18856092	-20	2034	-7842	-2.440	248.148	-956.724	9	10	1	1.260	1.400	0.140	-347	23.645	232	
18857096	-14	2035	-7834	-1.708	248.270	-955.748	9	9	2	1.260	1.260	0.280	-347	23.645	232	
18858099	-28	2045	-7821	-3.416	249.490	-954.162	9	8	0	1.260	1.120	0.000	-347	23.645	248	
18859102	-20	2044	-7837	-2.440	249.368	-956.114	11	9	1	1.540	1.260	0.140	-347	23.645	248	
18860106	-19	2030	-7846	-2.318	247.660	-957.212	10	8	0	1.400	1.120	0.000	-347	23.645	248	
18861110	-29	2018	-7844	-3.538	246.196	-956.968	9	7	2	1.260	0.980	0.280	-347	23.645	248	
18862113	-5	2048	-7842	-0.610	249.856	-956.724	10	6	2	1.400	0.840	0.280	-347	23.645	236	
18863116	-18	2021	-7838	-2.196	246.562	-956.236	11	8	2	1.540	1.120	0.280	-347	23.645	236	
18864120	-13	2021	-7841	-1.586	246.562	-956.602	10	6	1	1.400	0.840	0.140	-347	23.645	236	
18865124	4	2023	-7867	0.488	246.806	-959.774	9	4	1	1.260	0.560	0.140	-347	23.645	236	
18866127	-15	2008	-7849	-1.830	244.976	-957.578	8	5	2	1.120	0.700	0.280	-347	23.645	264	
18867131	-22	2018	-7824	-2.684	246.196	-954.528	10	5	1	1.400	0.700	0.140	-347	23.645	264	
18868135	-11	2019	-7852	-1.342	246.318	-957.944	10	8	1	1.400	1.120	0.140	-338	23.680	264	
18869138	-16	2005	-7836	-1.952	244.610	-955.992	10	7	2	1.400	0.980	0.280	-338	23.680	264	
18870141	-8	2004	-7842	-0.976	244.488	-956.724	9	5	1	1.260	0.700	0.140	-338	23.680	300	
18871145	-25	1996	-7828	-3.050	243.512	-955.016	9	5	1	1.260	0.700	0.140	-338	23.680	300	
18872149	-18	2016	-7853	-2.196	245.952	-958.066	10	3	1	1.400	0.420	0.140	-338	23.680	300	
18873152	-34	2021	-7820	-4.148	246.562	-954.040	9	3	1	1.260	0.420	0.140	-338	23.680	300	
18874155	-23	1998	-7816	-2.806	243.756	-953.552	8	4	0	1.120	0.560	0.000	-338	23.680	260	
18875159	-38	1995	-7815	-4.636	243.390	-953.430	8	4	1	1.120	0.560	0.140	-338	23.680	260	
18876162	-34	1983	-7823	-4.148	241.926	-954.406	7	3	1	0.980	0.420	0.140	-338	23.680	260	
18877165	-39	1996	-7825	-4.758	243.512	-954.650	8	4	1	1.120	0.560	0.140	-338	23.680	260	
18878169	-41	1989	-7821	-5.002	242.658	-954.162	8	3	0	1.120	0.420	0.000	-338	23.680	292	
18879173	-45	1991	-7827	-5.490	242.902	-954.894	7	2	1	0.980	0.280	0.140	-338	23.680	292	
18880176	-43	1993	-7810	-5.246	243.146	-952.820	7	1	0	0.980	0.140	0.000	-338	23.680	292	
18881179	-46	2003	-7817	-5.612	244.366	-953.674	8	2	0	1.120	0.280	0.000	-338	23.680	292	
18882183	-63	1999	-7827	-7.686	243.878	-954.894	7	2	0	0.980	0.280	0.000	-338	23.680	264	
18883186	-82	1981	-7833	-10.004	241.682	-955.626	6	4	2	0.840	0.560	0.280	-338	23.680	264	
18884189	-67	1998	-7825	-8.174	243.756	-954.650	5	2	1	0.700	0.280	0.140	-351	23.629	264	
18885193	-60	2006	-7811	-7.320	244.732	-952.942	7	1	0	0.980	0.140	0.000	-351	23.629	264	
18886197	-64	1996	-7782	-7.808	243.512	-949.404	7	2	1	0.980	0.280	0.140	-351	23.629	224	
18887200	-94	1995	-7802	-11.468	243.390	-951.844	6	0	0	0.840	0.000	0.000	-351	23.629	224	
18888203	-79	2002	-7811	-9.638	244.244	-952.942	7	0	0	0.980	0.000	0.000	-351	23.629	224	
18889207	-101	1991	-7805	-12.322	242.902	-952.210	7	1	0	0.980	0.140	0.000	-351	23.629	224	
18890210	-90	1999	-7826	-10.980	243.878	-954.772	7	1	0	0.980	0.140	0.000	-351	23.629	236	
18891213	-93	1994	-7813	-11.346	243.268	-953.186	8	2	1	1.120	0.280	0.140	-351	23.629	236	
18892217	-102	2014	-7786	-12.444	245.708	-949.892	8	1	1	1.120	0.140	0.140	-351	23.629	236	
18893221	-111	2005	-7808	-13.542	244.610	-952.576	8	3	0	1.120	0.420	0.000	-351	23.629	236	
18894224	-95	2005	-7813	-11.590	244.610	-953.186	6	1	0	0.840	0.140	0.000	-351	23.629	228	
18895227	-118	2006	-7827	-14.396	244.732	-954.894	7	1	1	0.980	0.140	0.140	-351	23.629	228	
18896231	-103	2003	-7829	-12.566	244.366	-955.138	7	1	1	0.980	0.140	0.140	-351	23.629	228	
18897234	-108	1999	-7798	-13.176	243.878	-951.356	6	1	0	0.840	0.140	0.000	-351	23.629	228	
18898237	-115	1999	-7806	-14.030	243.878	-952.332	6	3	0	0.840	0.420	0.000	-351	23.629	260	
18899241	-130	2012	-7803	-15.860	245.464	-951.966	7	1	2	0.980	0.140	0.280	-351	23.629	260	
18900245	-121	1998	-7816	-14.762	243.756	-953.552	9	3	-1	1.260	0.420	-0.140	-351	23.629	260	
18901248	-117	1997	-7820	-14.274	243.634	-954.040	7	2	-1	0.980	0.280	-0.140	-351	23.629	260	
18902251	-126	1989	-7824	-15.372	242.658	-954.528	6	2	1	0.840	0.280	0.140	-351	23.629	220	
18903255	-114	2019	-7812	-13.908	246.318	-953.064	6	3	1	0.840	0.420	0.140	-351	23.629	220	
18904258	-121	1993	-7815	-14.762	243.146	-953.430	8	3	1	1.120	0.420	0.140	-351	23.629	220	
18905261	-131	1994	-7824	-15.982	243.268	-954.528	7	5	1	0.980	0.700	0.140	-351	23.629	220	
18906265	-134	1977	-7808	-16.348	241.194	-952.576	9	3	0	1.260	0.420	0.000	-351	23.629	276	
18907269	-118	1987	-7826	-14.396	242.414	-954.772	9	4	1	1.260	0.560	0.140	-351	23.629	276	
18908272	-125	1996	-7818	-15.250	243.512	-953.796	8	3	0	1.120	0.420	0.000	-351	23.629	276	
18909275	-130	1959	-7805	-15.860	238.998	-952.210	8	3	1	1.120	0.420	0.140	-351	23.629	276	
18910279	-137	1969	-7833	-16.714	240.218	-955.626	8	3	0	1.120	0.420	0.000	-351	23.629	272	
18911283	-138	1970	-7812	-16.836	240.340	-953.064	9	3	0	1.260	0.420	0.000	-351	23.629	272	
18912286	-141	1961	-7810	-17.202	239.242	-952.820	8	2	-1	1.120	0.280	-0.140	-351	23.629	272	
18913290	-132	1961	-7797	-16.104	239.242	-951.234	7	4	-1	0.980	0.560	-0.140	-351	23.629	272	
18914294	-134	1967	-7794	-16.348	239.974	-950.868	8	3	0	1.120	0.420	0.000	-351	23.629	248	
18915297	-149	1969	-7813	-18.178	240.218	-953.186	9	5	0	1.260	0.700	0.000	-351	23.629	248	
18916300	-123	1956	-7824	-15.006	238.632	-954.528	7	5	0	0.980	0.700	0.000	-351	23.629	248	
18917304	-132	1946	-7820	-16.104	237.412	-954.040	6	5	0	0.840	0.700	0.000	-351	23.629	248	
18918308	-120	1964	-7814	-14.640	239.608	-953.308	7	5	1	0.980	0.700	0.140	-351	23.629	260	
18919311	-133	1936	-7803	-16.226	236.192	-951.966	6	6	0	0.840	0.840	0.000	-351	23.629	260	
18920314	-132	1944	-7795	-16.104	237.168	-950.990	4	4	-1	0.560	0.560	-0.140	-351	23.629	260	
18921318	-130	1949	-7796	-15.860	237.778	-951.112	5	6	0	0.700	0.840	0.000	-351	23.629	260	
18922321	-120	1923	-7826	-14.640	234.606	-954.772	6	7	-1	0.840	0.980	-0.140	-351	23.629	300	
18923324	-111	1929	-7829	-13.542	235.338	-955.138	6	6	-1	0.840	0.840	-0.140	-351	23.629	300	
18924328	-124	1940	-7812	-15.128	236.680	-953.064	6	6	-1	0.840	0.840	-0.140	-351	23.629	300	
18925332	-113	1948	-7819	-13.786	237.656	-953.918	5	8	0	0.700	1.120	0.000	-351	23.629	300	
18926335	-108	1940	-7822	-13.176	236.680	-954.284	7	6	-2	0.980	0.840	-0.280	-351	23.629	272	
18927338	-106	1919	-7818	-12.932	234.118	-953.796	7	6	-2	0.980	0.840	-0.280	-351	23.629	272	
18928342	-113	1939	-7814	-13.786	236.558	-953.308	5	7	-1	0.700	0.980	-0.140	-351	23.629	272	
18929345	-121	1923	-7828	-14.762	234.606	-955.016	5	8	-1	0.700	1.120	-0.140	-351	23.629	272	
18930348	-109	1932	-7831	-13.298	235.704	-955.382	4	8	-2	0.560	1.120	-0.280	-351	23.629	296	
18931352	-104	1942	-7833	-12.688	236.924	-955.626	3	8	-1	0.420	1.120	-0.140	-351	23.629	296	
18932356	-98	1922	-7822	-11.956	234.484	-954.284	4	6	-1	0.560	0.840	-0.140	-351	23.629	296	
18933359	-106	1931	-7811	-12.932	235.582	-952.942	5	8	-1	0.700	1.120	-0.140	-351	23.629	296	
18934362	-108	1932	-7819	-13.176	235.704	-953.918	4	7	-1	0.560	0.980	-0.140	-351	23.629	280	
18935366	-100	1933	-7813	-12.200	235.826	-953.186	3	7	-2	0.420	0.980	-0.280	-351	23.629	280	
18936370	-82	1929	-7821	-10.004	235.338	-954.162	3	7	-1	0.420	0.980	-0.140	-351	23.629	280	
18937373	-100	1921	-7812	-12.200	234.362	-953.064	2	7	-1	0.280	0.980	-0.140	-351	23.629	280	
18938377	-111	1909	-7836	-13.542	232.898	-955.992	4	7	-2	0.560	0.980	-0.280	-351	23.629	320	
18939381	-103	1918	-7826	-12.566	233.996	-954.772	3	8	-1	0.420	1.120	-0.140	-351	23.629	320	
18940384	-88	1924	-7827	-10.736	234.728	-954.894	2	8	-2	0.280	1.120	-0.280	-351	23.629	320	
18941387	-79	1929	-7839	-9.638	235.338	-956.358	2	8	-1	0.280	1.120	-0.140	-351	23.629	320	
18942391	-69	1947	-7848	-8.418	237.534	-957.456	2	8	-1	0.280	1.120	-0.140	-351	23.629	216	
18943394	-81	1929	-7827	-9.882	235.338	-954.894	3	9	-1	0.420	1.260	-0.140	-351	23.629	216	
18944397	-88	1922	-7845	-10.736	234.484	-957.090	2	9	-2	0.280	1.260	-0.280	-351	23.629	216	
18945401	-68	1931	-7843	-8.296	235.582	-956.846	2	8	-2	0.280	1.120	-0.280	-351	23.629	216	
18946405	-62	1916	-7866	-7.564	233.752	-959.652	2	8	-2	0.280	1.120	-0.280	-351	23.629	292	
18947408	-63	1922	-7858	-7.686	234.484	-958.676	2	7	-1	0.280	0.980	-0.140	-351	23.629	292	
18948411	-54	1932	-7854	-6.588	235.704	-958.188	0	8	-1	0.000	1.120	-0.140	-351	23.629	292	
18949415	-53	1933	-7852	-6.466	235.826	-957.944	1	7	-3	0.140	0.980	-0.420	-351	23.629	292	
18950418	-55	1933	-7828	-6.710	235.826	-955.016	2	6	-2	0.280	0.840	-0.280	-351	23.629	308	
18951421	-61	1915	-7853	-7.442	233.630	-958.066	1	7	-2	0.140	0.980	-0.280	-351	23.629	308	
18952425	-67	1941	-7849	-8.174	236.802	-957.578	0	9	-2	0.000	1.260	-0.280	-351	23.629	308	
18953429	-54	1937	-7849	-6.588	236.314	-957.578	2	8	-2	0.280	1.120	-0.280	-351	23.629	308	
18954432	-53	1934	-7843	-6.466	235.948	-956.846	-1	7	-2	-0.140	0.980	-0.280	-351	23.629	316	
18955435	-64	1931	-7846	-7.808	235.582	-957.212	-2	8	-2	-0.280	1.120	-0.280	-351	23.629	316	
18956439	-42	1933	-7850	-5.124	235.826	-957.700	1	7	-2	0.140	0.980	-0.280	-351	23.629	316	
18957443	-38	1927	-7856	-4.636	235.094	-958.432	0	7	-3	0.000	0.980	-0.420	-351	23.629	316	
18958446	-36	1920	-7843	-4.392	234.240	-956.846	0	8	-2	0.000	1.120	-0.280	-351	23.629	268	
18959449	-29	1942	-7836	-3.538	236.924	-955.992	-1	7	-3	-0.140	0.980	-0.420	-351	23.629	268	
18960453	-30	1940	-7826	-3.660	236.680	-954.772	-1	8	-3	-0.140	1.120	-0.420	-351	23.629	268	
18961456	-30	1930	-7866	-3.660	235.460	-959.652	-1	8	-1	-0.140	1.120	-0.140	-351	23.629	268	
18962459	-45	1919	-7852	-5.490	234.118	-957.944	-2	5	-4	-0.280	0.700	-0.560	-351	23.629	312	
18963463	-30	1948	-7851	-3.660	237.656	-957.822	-1	7	-4	-0.140	0.980	-0.560	-351	23.629	312	
18964467	-39	1932	-7827	-4.758	235.704	-954.894	-1	6	-4	-0.140	0.840	-0.560	-347	23.645	312	
18965470	-31	1906	-7841	-3.782	232.532	-956.602	0	6	-3	0.000	0.840	-0.420	-347	23.645	312	
18966473	-42	1932	-7821	-5.124	235.704	-954.162	-1	6	-3	-0.140	0.840	-0.420	-347	23.645	180	
18967477	-52	1935	-7847	-6.344	236.070	-957.334	-1	6	-3	-0.140	0.840	-0.420	-347	23.645	180	
18968480	-37	1927	-7843	-4.514	235.094	-956.846	-2	6	-3	-0.280	0.840	-0.420	-347	23.645	180	
18969483	-36	1949	-7832	-4.392	237.778	-955.504	-2	6	-4	-0.280	0.840	-0.560	-347	23.645	180	
18970487	-41	1950	-7841	-5.002	237.900	-956.602	-2	6	-4	-0.280	0.840	-0.560	-347	23.645	196	
18971491	-22	1954	-7845	-2.684	238.388	-957.090	-2	5	-3	-0.280	0.700	-0.420	-347	23.645	196	
18972494	-39	1953	-7823	-4.758	238.266	-954.406	-2	5	-2	-0.280	0.700	-0.280	-347	23.645	196	
18973497	-44	1945	-7843	-5.368	237.290	-956.846	-4	6	-3	-0.560	0.840	-0.420	-347	23.645	196	
18974501	-42	1944	-7822	-5.124	237.168	-954.284	-3	5	-4	-0.420	0.700	-0.560	-347	23.645	244	
18975504	-24	1937	-7819	-2.928	236.314	-953.918	-4	5	-3	-0.560	0.700	-0.420	-347	23.645	244	
18976507	-21	1945	-7835	-2.562	237.290	-955.870	-4	5	-3	-0.560	0.700	-0.420	-347	23.645	244	
18977511	-15	1934	-7821	-1.830	235.948	-954.162	-3	6	-4	-0.420	0.840	-0.560	-347	23.645	244	
18978515	-23	1943	-7818	-2.806	237.046	-953.796	-4	4	-4	-0.560	0.560	-0.560	-347	23.645	188	
18979518	-42	1935	-7831	-5.124	236.070	-955.382	-3	3	-3	-0.420	0.420	-0.420	-347	23.645	188	
18980521	-21	1941	-7818	-2.562	236.802	-953.796	-3	6	-4	-0.420	0.840	-0.560	-351	23.629	188	
18981525	-11	1944	-7826	-1.342	237.168	-954.772	-4	4	-4	-0.560	0.560	-0.560	-351	23.629	188	
18982528	-26	1941	-7797	-3.172	236.802	-951.234	-6	4	-4	-0.840	0.560	-0.560	-351	23.629	276	
18983531	-29	1936	-7799	-3.538	236.192	-951.478	-3	3	-5	-0.420	0.420	-0.700	-351	23.629	276	
18984535	-25	1959	-7825	-3.050	238.998	-954.650	-5	5	-5	-0.700	0.700	-0.700	-351	23.629	276	
18985539	-30	1957	-7828	-3.660	238.754	-955.016	-5	3	-4	-0.700	0.420	-0.560	-351	23.629	276	
18986542	-16	1948	-7816	-1.952	237.656	-953.552	-4	4	-4	-0.560	0.560	-0.560	-351	23.629	224	
